Headlines,Summary,Time
"Supreme Court reserves ruling in school fees case
","Chief Justice Khosa stresses the need for spending more on teachers for quality education in Pakistan. 
    ",10/05/2019
"Hearing in fake accounts case against Zardari adjourned till May 21
","Likewise, appeals of Nawaz, NAB adjourned till June 19. 
    ",10/05/2019
"Two coal miners, three FC men killed in attack, blast
","QUETTA: Five people — two coal miners and three personnel of the Fro­­ntier Corps — have been killed in an... 
    ",10/05/2019
"29,000 tube-wells in Balochistan likely to run on solar energy
","QUETTA: The Baloch­is­tan government has decided to switch tube-wells instal­led in the fields in the province to... 
    ",10/05/2019
"CPNE concerned at ban on govt ads to Dawn group
","CPNE calls the ban a move against freedom of expression. 
    ",10/05/2019
"US report calls Aasia Bibi’s acquittal a ‘landmark decision’
","The annual report urges Washington to encourage Islamabad to create the National Commission for Minorities’ Rights. 
    ",10/05/2019
"Ephedrine case suspect included in steering committee
","NGO chief says he was included in the body because of his expertise. 
    ",10/05/2019
"Manora Field Notes  — Pakistan’s foray  into Venice expo
","KARACHI: A first-ever ‘Pavilion of Pakistan’ has been organised by an all-women team comprising Zahra Khan, ... 
    ",13/05/2019
"Tax amnesty scheme to be introduced today: minister
","Sheikh Rashid says two years will be hard for the nation. 
    ",13/05/2019
"No clue found to Lahore shrine blast as toll climbs to 13
","A senior police official tells Dawn that although a few suspects had been arrested from Lahore, they were no big leads. 
    ",13/05/2019
"Two killed as landslide hits coal mine in Harnai
","Local coal miners and rescue team members rushed to the area and took out the bodies from the mine.  
    ",13/05/2019
"IMF approached for help as last resort: Qureshi
","Anti-CPEC forces are behind terrorism incidents, claims FM. 
    ",13/05/2019
"Gwadar hotel building badly damaged in terrorist attack
","Meanwhile, security at the port city has been increased. 
    ",13/05/2019
"Cases to be instituted against 13 pharma companies
","QUETTA: The health department of Balochistan has decided to institute cases against 13 pharmaceutical companies in... 
    ",13/05/2019
"Foreign Office fire damages 50 files
","ISLAMABAD: The fire that broke out in the Foreign Office building on Saturday night partially damaged around 50 old... 
    ",13/05/2019
"Policeman shot dead
","KHUZDAR: A traffic police sergeant was shot dead in Mastung town on Sunday night.  
    ",13/05/2019
"PM office plans to appoint tobacco control adviser
","PM's focal person on polio Babar bin Atta has been suggested to helm the position. 
    ",13/05/2019
"PM wants action against power, gas thieves continued
","Imran holds several meetings on national issues at his Banigala residence. 
    ",24/05/2019
"Progress on Quetta development projects reviewed
","Jam Kamal Khan Alyani says the Quetta Development Package will give a boost to economic activities in the city.  
    ",24/05/2019
"Artists call for sustainable action to prevent child abuse
","KARACHI: “It has been one year since we were here but the issue is still the same. At that time we were here after... 
    ",24/05/2019
"Pakistan on journey to peace and stability, says Bajwa
","""We need to stay steadfast and carry forward the efforts towards set national objectives,"" he asserts. 
 
    ",24/05/2019
"Two channels served notices for ‘sensationalising’ Farishta issue
","Pemra Chairman Saleem Baig says notices issued because the channels ""violated the code of conduct"". 
    ",24/05/2019
"NAB’s executive board gives nod to four corruption references
","Suspects are all senior officers belonging to various sectors. 
    ",24/05/2019
"Opposition in Balochistan concerned over Iran-US tension
","QUETTA: Leaders of opposition parties have expressed concern over increasing tension between Iran and the United... 
    ",24/05/2019
"Bid to smuggle hashish foiled
","GWADAR: Pakistan Coast Guards on Thursday foiled an attempt to smuggle a huge quantity of hashish out of the country... 
    ",24/05/2019
"Call for strict security during anti-polio campaign in Balochistan next month
","Commissioner Usman Ali Khan says that through collective efforts poliovirus could be eradicated from the country. 
 
    ",24/05/2019
"Those plundered national wealth to face justice: NAB
","QUETTA: The director general of National of Accountability Bureau (NAB), Balochistan, Farmanullah, has said that... 
    ",24/05/2019
"Four Khuzdar jail officials suspended
","QUETTA: The prison authorities of Balochistan on Thursday suspended the assistant superintendent of Central Jail... 
    ",24/05/2019
"GB girls scale highest peak in Spain
","Amina Hanif, 15, and Siddiqa Batool, 17, have become the youngest mountaineers to summit the Teide peak. 
    ",27/05/2019
"Rs1bn released for recruiting doctors in Balochistan’s far-flung areas
","Funds will also be used to purchase modern medical machines. 
    ",27/05/2019
"Halt to supply of substandard drugs ordered
","QUETTA: The Balo­chistan health authorities has ordered the chief drug inspector to ensure a halt to supply of ... 
    ",27/05/2019
"Lack of anti-rabies vaccines at govt hospitals puts lives at risk
","Doctors fear the hospitals that have the vaccines at the moment will soon run out of it. 
    ",27/05/2019
"Unmoved by govt’s offer, BDA workers continue hunger strike
","Balochistan CM approves payment of salaries to workers pending for six months. 
    ",27/05/2019
"Prayer leader found murdered in Mastung
","""Multiple bullet wounds were found on the body,"" say doctors who conducted the post-mortem examination.
 
    ",27/05/2019
"Man killed in Dasht accident
","DERA MURAD JAMALI: A man was killed and another injured in a road accident in Dasht town of Kharan district on... 
    ",27/05/2019
"PIA to resume flights for Tokyo
","The flights are being resumed after a suspension of three months. 
    ",27/05/2019
"PML-N plans to table motion in NA for probe into tape leaks
","Govt likely to oppose, PPP undecided about move. 
    ",27/05/2019
"International teams arriving to investigate HIV outbreak
","ISLAMABAD: The federal government has sought the help of international public health organisations to investigate ... 
    ",27/05/2019
"Govt launches website, app for moon sighting
","Ruet-i-Hilal committee unnecessary, says Fawad 
    ",27/05/2019
"Defence secretary traces terror link to N. Waziristan attack
","NA committee denounces the incident and says a few people could not be allowed to aggravate the security situation.
 
    ",29/05/2019
"PM’s polio focal person quizzed over social media comments
","Senate committee chairman says Atta should control his emotions and avoid criticising parliamentarians on Twitter. 
    ",29/05/2019
"PM to attend 14th OIC summit in Makkah on 31st
","Qureshi says OIC session to discuss Middle East conflict  
    ",29/05/2019
"22 PTM workers detained in Bannu
"," A reporter of a Pashto TV channel, Khan Badshah aka Gohar Wazir, was among the detained persons. 
    ",29/05/2019
"Shahbaz to return on June 11, accountability court told
","Counsel directed to ensure appearance of PML-N leader in court on June 13    
    ",29/05/2019
"Maryam lashes out at PM in first public speech after election
","LAHORE: Pakistan Muslim League (PML-N) vice president Maryam Nawaz on Tuesday made a scathing attack on Prime... 
    ",29/05/2019
"Balochistan parties mark N-tests anniversary
","QUETTA: Political parties of all hues in Balochistan, including two major ones, the Pakistan Muslim League-Nawaz... 
    ",29/05/2019
"NA panel asked to submit report on  non-payment of salaries to journalists
","Deputy Speaker of the National Assembly Qasim Suri refers to issue to the Standing Committee on Information. 
    ",29/05/2019
"10 held as tension prevails in Phuladyyoon
","Police book over 100 for damaging properties of Hindus in small town in Mirpurkhas  
    ",29/05/2019
"Lawyers boycott courts in Quetta
","QUETTA: Lawyers boycotted court proceedings here on Tuesday to protest against the North Waziristan incident and... 
    ",29/05/2019
"PPP wants NA speaker to issue Ali Wazir’s production order
","ISLAMABAD: The chairman of the Pakistan Peoples Party (PPP) has asked National Assembly Speaker Asad Qaiser to... 
    ",29/05/2019
"Balochistan finalises stance for today’s NEC meeting
","QUETTA: Chief Minister Jam Kamal Khan Alyani has expressed the confidence that Balochistan would get its due share ... 
    ",29/05/2019
"Agreement signed for ‘innovation lab’
","QUETTA: A tripartite letter of agreement was signed by the government of Balochistan, the University of Balochistan... 
    ",29/05/2019
"Eid holidays notified
","ISLAMABAD: The federal government on Tuesday notified the dates for Eidul Fitr holidays.  
    ",29/05/2019
"Court stops Musharraf’s lawyer from arguing in treason trial
","Court declares that Musharraf has lost the right to engage a counsel, unless he surrenders.  
    ",13/06/2019
"Commanders review security environment
","ISPR says the commanders’ forum reviewed geo-strategic and national security environment. 
 
    ",13/06/2019
"PTI engages BNP-M ahead of vote on budget
","PM forms committee to oversee implementation of six-point accord. 
    ",13/06/2019
"Balochistan budget to be ‘people-friendly’
","QUETTA: Balochistan Finance Minister Mir Zahoor Ahmed Buledi has said that the next provincial budget will be... 
    ",13/06/2019
"SCBA chief terms reference against Justice Isa conspiracy against Balochistan
","Kanrani says the lawyers' community will hold a sit-in in front of the SC on Friday. 
    ",13/06/2019
"TV channel fined over malicious video clip
","The Rs1 million fine was imposed on News One for airing 'malicious' content against the NAB chairman on May 23. 
    ",13/06/2019
"Sugar mill owners asked to pay outstanding dues
","ISLAMABAD: The Supreme Court on Wednesday directed sugar mill owners to deposit cheques for outstanding dues of the... 
    ",13/06/2019
